omega	real_E_omega	imag_E_omega
940218388745836	2.36802203540618e-07	3.42521937412694e-08
940611039890635	-6.27035107620295e-08	-1.13876878424056e-07
941003691035434	1.57486102375277e-07	-1.29213217381161e-07
941396342180233	1.12837739962255e-07	-1.38362507560256e-07
941788993325032	1.57809008354372e-07	2.3861338194036e-07
942181644469832	5.85219370912219e-08	-1.85129319140404e-07
942574295614630	2.42055917131401e-08	9.1917214834855e-08
942966946759430	3.48948275994299e-07	-1.12506557021713e-07
943359597904229	3.62869269940054e-07	-3.4089249639485e-08
943752249049028	1.27238559309941e-07	-5.6179079670073e-08
944144900193827	2.54155329909838e-07	-1.72553488918183e-07
944537551338626	2.27114693380007e-07	-1.75358083453898e-07
944930202483425	1.94150719372982e-07	1.62292038086371e-08
945322853628224	1.42591353884548e-07	8.5970088676906e-08
945715504773023	-9.40870795570689e-08	-2.18245493638618e-07
946108155917822	1.33974286194074e-07	1.19696832285047e-07
946500807062621	1.78872138195414e-07	-2.24371837333768e-07
946893458207420	5.91161946018534e-08	7.99055828015066e-09
947286109352219	1.43051907970301e-07	-4.50464352826519e-07
947678760497018	-2.90506227086304e-08	-3.03841704161339e-07
948071411641817	1.84560486429265e-07	2.19814549035947e-07
948464062786616	-1.07819303556481e-07	-2.45299996946835e-08
948856713931415	-4.72250537460195e-09	-2.26706347984315e-07
949249365076214	5.45327626909342e-08	-7.73978583775564e-08
949642016221013	-6.94915879067767e-08	1.40642425972698e-07
950034667365812	-1.29393615136766e-08	-1.06989758504039e-07
950427318510612	8.6511593420241e-08	2.06912729103226e-08
950819969655410	-1.59535868041356e-07	-1.84131428070111e-07
951212620800209	4.61059852510312e-08	5.52452237637113e-08
951605271945009	2.51484954984097e-08	-1.3047016578227e-07
951997923089808	-2.67081236272892e-07	1.42851402512578e-08
952390574234607	-2.87600845586683e-07	1.47658481275403e-09
952783225379406	-2.46456081095386e-07	-1.46912621318274e-07
953175876524205	-1.72300588130447e-07	9.74302234169055e-08
953568527669004	-3.29595278375505e-07	9.7317226110949e-08
953961178813803	-2.44896186218924e-07	1.79120371257557e-07
954353829958602	-3.36794929195472e-07	1.15479244305883e-07
954746481103401	-1.49367735985395e-07	1.23809981822376e-07
955139132248200	-3.12481366671058e-07	1.88021950675576e-07
955531783392999	-1.54111437777882e-07	1.43326703283542e-07
955924434537798	-4.41505127568576e-07	-4.47276607418168e-08
956317085682597	-1.95118716739273e-08	6.03355189698895e-08
956709736827396	-4.19155591346865e-07	2.44440055086059e-07
957102387972195	-3.95072435432908e-07	-1.78107453813192e-07
957495039116994	-3.98129336165454e-07	2.58692406072958e-07
957887690261793	3.1285342316778e-08	4.29726400644204e-07
958280341406592	-4.62862060235381e-07	4.97751825867532e-08
958672992551391	-4.89019669203117e-09	4.74355242863211e-08
959065643696190	-4.26670340392121e-07	2.1975282371578e-07
959458294840990	-2.23080143690879e-07	7.71266377430635e-08
959850945985788	-2.47152882160151e-07	9.07063486543791e-08
960243597130587	-5.42392048608065e-07	1.00254709423098e-07
960636248275387	-4.4510847807544e-07	3.53080806370087e-07
961028899420186	-3.50255851877534e-07	5.93533791004575e-08
961421550564985	-1.70983658343005e-07	3.86002325214463e-07
961814201709784	-3.82227284045911e-07	1.30746155235784e-07
962206852854583	-6.43735277972013e-07	2.46395774894381e-07
962599503999382	-7.03657309975014e-07	1.06441628844323e-07
962992155144181	-3.44665367357777e-07	2.36793830765691e-07
963384806288980	-3.7350229487032e-07	1.83551314592023e-07
963777457433779	-4.64458041804505e-07	5.26019192648164e-07
964170108578578	-2.44716389374844e-07	1.86167518734237e-07
964562759723377	-4.01482459722047e-07	-4.4349981465075e-08
964955410868176	-2.67507452633708e-07	2.32555123602651e-07
965348062012975	-4.73995569905128e-07	2.9278120194931e-07
965740713157774	-2.85484489381815e-07	2.92623738573639e-07
966133364302573	-5.04327701378315e-07	2.50681679858644e-08
966526015447372	-2.36286496146931e-07	-7.47403277046033e-08
966918666592171	-5.21357748084483e-07	-1.04368366393714e-07
967311317736970	-3.81502331947559e-07	3.70851722664156e-08
967703968881769	-4.76182549391524e-07	2.3219507028216e-07
968096620026568	-3.63441529316333e-07	8.38107752088035e-08
968489271171368	-4.70187956125301e-07	1.65252913575387e-08
968881922316166	-2.73694411134784e-07	-4.37274820797029e-08
969274573460966	-4.41983218024689e-07	-4.05837567996059e-08
969667224605765	-4.08588505251828e-07	-1.8131589740733e-07
970059875750564	-5.44446493222495e-07	-2.07805896934588e-08
970452526895363	-1.59428083179591e-07	2.45434534917877e-07
970845178040162	-1.37236405350905e-07	1.41457803692902e-07
971237829184961	-2.8460678436204e-07	-1.17151785161695e-07
971630480329760	-2.39365590459784e-07	-2.58460204349831e-08
972023131474559	-2.17351498577045e-07	-3.34825926984195e-07
972415782619358	-6.63982291371212e-08	-1.30183707369724e-07
972808433764157	-2.88019919025828e-07	-1.82082203536993e-07
973201084908956	-1.85723138201865e-07	5.87842805543914e-08
973593736053755	-2.64492882706691e-07	-3.4327240427956e-07
973986387198554	1.67422967933817e-07	4.44922989117913e-07
974379038343353	-1.87279511010274e-07	-1.62139258463867e-07
974771689488152	1.25441147247329e-07	1.77928086486645e-07
975164340632951	-2.22198650590144e-08	-5.71724740439095e-07
975556991777750	2.12457962334156e-08	2.72648321697488e-08
975949642922549	9.80762706603855e-08	-3.84970917366445e-07
976342294067348	2.00327122001909e-07	-5.93281583860517e-08
976734945212147	-6.77355274092406e-08	-4.60913724964485e-07
977127596356946	1.49322659126483e-07	-3.00049578072503e-07
977520247501746	8.1932739703916e-08	-3.70269845006987e-07
977912898646544	4.11455403082073e-08	-2.8735667001456e-07
978305549791344	1.74215529114008e-07	-4.24988684244454e-08
978698200936143	-9.02655301615596e-08	-6.85759005136788e-08
979090852080942	1.48949766298756e-07	-5.58407919015735e-07
979483503225741	-5.88042894378304e-08	-3.37910023517907e-07
979876154370540	-2.85595888271928e-07	-9.23319021239877e-08
980268805515339	7.67031451687217e-08	-3.70782800018787e-08
980661456660138	8.51359800435603e-08	-1.75219611264765e-07
981054107804937	-4.48708306066692e-08	-3.42944986186922e-07
981446758949736	7.07150320522487e-08	-3.32482159137726e-07
981839410094535	2.80124368146062e-08	-1.95665052160621e-07
982232061239334	1.39523763209581e-07	-5.2098766900599e-07
982624712384133	-9.54605638980865e-08	-2.72906618192792e-07
983017363528932	3.70215275324881e-07	-1.17812305688858e-07
983410014673731	2.37152562476695e-07	-1.21392076835036e-07
983802665818530	-4.8356014303863e-08	-4.39031282439828e-07
984195316963329	2.93483026325703e-07	-5.15778083354235e-07
984587968108128	5.55301085114479e-08	-4.26371116191149e-07
984980619252927	2.27999407798052e-07	-2.60304659605026e-07
985373270397726	-1.28726242110133e-07	-3.41096892952919e-07
985765921542525	1.22177880257368e-07	-1.707230694592e-07
986158572687324	4.46161720901728e-07	-3.19676473736763e-07
986551223832124	2.45054252445698e-08	-3.13390046358109e-07
986943874976922	3.87080945074558e-08	-2.5902409106493e-07
987336526121722	1.82655639946461e-07	-3.05240973830223e-07
987729177266521	9.95351001620293e-08	-4.85102646052837e-07
988121828411320	-7.51460902392864e-08	-2.97557562589645e-07
988514479556119	1.99943315237761e-07	-1.17695890367031e-07
988907130700918	-2.56113708019257e-08	-1.30617991089821e-07
989299781845717	3.88827174901962e-08	-1.68336555361748e-07
989692432990516	1.05937942862511e-07	-2.2142194211483e-07
990085084135315	2.67289578914642e-07	-5.21540641784668e-08
990477735280114	-7.43893906474113e-08	-1.55996531248093e-07
990870386424913	2.48663127422333e-07	-5.70435076951981e-08
991263037569712	-1.80676579475403e-07	-3.95812094211578e-08
991655688714511	-7.24103301763535e-08	-1.69035047292709e-07
992048339859310	-9.77888703346252e-09	-1.34110450744629e-07
992440991004109	-4.29805368185043e-07	4.05125319957733e-07
992833642148908	-2.68220901489258e-07	1.06636434793472e-07
993226293293707	1.81840732693672e-07	1.38767063617706e-07
993618944438506	-1.87661498785019e-07	1.48080289363861e-07
994011595583305	-9.31322574615479e-08	-1.35041773319244e-08
994404246728104	-4.45172190666199e-07	4.88944351673126e-08
994796897872903	1.44354999065399e-07	5.58793544769287e-09
995189549017702	-3.44589352607727e-07	7.17118382453918e-08
995582200162502	-2.82656401395798e-07	1.71363353729248e-07
995974851307300	-1.72294676303864e-07	3.78116965293884e-07
996367502452100	-4.78234142065048e-07	1.62981450557709e-07
996760153596898	-1.15949660539627e-07	1.55530869960785e-07
997152804741698	-4.12575900554657e-07	5.02914190292358e-08
997545455886497	-3.14321368932724e-07	2.68220901489258e-07
997938107031296	-1.10827386379242e-07	2.86847352981567e-07
998330758176095	-5.96046447753906e-08	2.7194619178772e-07
998723409320894	1.57393515110016e-07	1.47148966789246e-07
999116060465693	-3.28756868839264e-07	1.28522515296936e-07
999508711610492	-5.48548996448517e-07	1.43423676490784e-07
999901362755291	-1.87195837497711e-07	5.21540641784668e-08
1.00029401390009e+15	-1.36904418468475e-07	3.33413481712341e-07
1.00068666504489e+15	-1.31316483020782e-07	-3.53902578353882e-08
1.00107931618969e+15	-3.32482159137726e-07	2.79396772384644e-07
1.00147196733449e+15	-5.31785190105438e-07	1.3597309589386e-07
1.00186461847929e+15	-2.41212546825409e-07	2.34693288803101e-07
1.00225726962409e+15	-1.76951289176941e-07	2.45869159698486e-07
1.00264992076888e+15	-1.63912773132324e-07	3.20374965667725e-07
1.00304257191368e+15	-3.33413481712341e-07	2.01165676116943e-07
1.00343522305848e+15	-4.84287738800049e-08	4.84287738800049e-07
1.00382787420328e+15	-2.19792127609253e-07	3.94880771636963e-07
1.00422052534808e+15	-1.99303030967712e-07	1.00582838058472e-07
1.00461317649288e+15	3.72529029846191e-09	8.5681676864624e-08
1.00500582763768e+15	-2.98023223876953e-08	4.65661287307739e-07
1.00539847878248e+15	4.09781932830811e-08	3.24100255966187e-07
1.00579112992728e+15	1.41561031341553e-07	2.7194619178772e-07
1.00618378107208e+15	2.03028321266174e-07	2.34693288803101e-07
1.00657643221687e+15	3.44589352607727e-07	1.564621925354e-07
1.00696908336167e+15	9.68575477600098e-08	5.77419996261597e-07
1.00736173450647e+15	5.96046447753906e-08	2.16066837310791e-07
1.00775438565127e+15	1.86264514923096e-07	3.65078449249268e-07
1.00814703679607e+15	3.03611159324646e-07	2.90572643280029e-07
1.00853968794087e+15	4.65661287307739e-08	2.12341547012329e-07
1.00893233908567e+15	-2.04890966415405e-07	6.33299350738525e-08
1.00932499023047e+15	1.34110450744629e-07	1.71363353729248e-07
1.00971764137527e+15	-2.42143869400024e-08	-1.11758708953857e-07
1.01011029252007e+15	-5.14090061187744e-07	2.16066837310791e-07
1.01050294366486e+15	-3.65078449249268e-07	1.564621925354e-07
1.01089559480966e+15	-5.17815351486206e-07	-8.34465026855469e-07
1.01128824595446e+15	-1.11758708953857e-07	2.23517417907715e-08
1.01168089709926e+15	1.26659870147705e-07	7.45058059692383e-09
1.01207354824406e+15	-1.34110450744629e-07	2.98023223876953e-08
1.01246619938886e+15	8.19563865661621e-08	2.23517417907715e-07
1.01285885053366e+15	4.4703483581543e-08	3.42726707458496e-07
1.01325150167846e+15	1.89989805221558e-07	-5.43892383575439e-07
1.01364415282326e+15	2.38418579101562e-07	-1.78813934326172e-07
1.01403680396806e+15	-8.19563865661621e-08	7.45058059692383e-08
1.01442945511286e+15	-4.73111867904663e-07	1.03563070297241e-06
1.01482210625765e+15	4.20957803726196e-07	-2.23517417907715e-08
1.01521475740245e+15	-1.63912773132324e-07	-2.38418579101562e-07
1.01560740854725e+15	-3.79979610443115e-07	-6.10947608947754e-07
1.01600005969205e+15	4.09781932830811e-08	3.79979610443115e-07
1.01639271083685e+15	-5.02914190292358e-07	-3.05473804473877e-07
1.01678536198165e+15	8.00937414169312e-08	4.32133674621582e-07
1.01717801312645e+15	-2.79396772384644e-08	-6.70552253723145e-08
1.01757066427125e+15	-1.73225998878479e-07	-2.12341547012329e-07
1.01796331541605e+15	-4.65661287307739e-08	2.23517417907715e-08
1.01835596656085e+15	-1.92411243915558e-06	3.72529029846191e-07
1.01874861770564e+15	-6.23986124992371e-07	2.23517417907715e-08
1.01914126885044e+15	-2.23517417907715e-08	-8.15838575363159e-07
1.01953391999524e+15	-9.18284058570862e-07	-2.01165676116943e-07
1.01992657114004e+15	1.00396573543549e-06	3.24100255966187e-07
1.02031922228484e+15	2.47731804847717e-07	-1.31502747535706e-06
1.02071187342964e+15	-5.6438148021698e-07	1.08405947685242e-06
1.02110452457444e+15	-3.87430191040039e-07	4.09781932830811e-08
1.02149717571924e+15	6.23054802417755e-07	1.28522515296936e-07
1.02188982686404e+15	4.93600964546204e-08	-2.17929482460022e-07
1.02228247800884e+15	2.96160578727722e-07	-1.18650496006012e-06
1.02267512915364e+15	3.93949449062347e-07	-1.30385160446167e-08
1.02306778029843e+15	1.09896063804626e-07	8.08387994766235e-07
1.02346043144323e+15	-8.38190317153931e-08	3.1106173992157e-07
1.02385308258803e+15	-7.07805156707764e-08	1.08964741230011e-07
1.02424573373283e+15	2.52621248364449e-07	1.33644789457321e-07
1.02463838487763e+15	0	-0
1.02503103602243e+15	-2.52621248364449e-07	-1.33644789457321e-07
1.02542368716723e+15	7.07805156707764e-08	-1.08964741230011e-07
1.02581633831203e+15	8.38190317153931e-08	-3.1106173992157e-07
1.02620898945683e+15	-1.09896063804626e-07	1.09896063804626e-06
1.02660164060163e+15	-3.93949449062347e-07	1.30385160446167e-08
1.02699429174642e+15	-2.96160578727722e-07	-7.2084367275238e-07
1.02738694289122e+15	-4.93600964546204e-08	2.17929482460022e-07
1.02777959403602e+15	1.28429383039474e-06	-1.28522515296936e-07
1.02817224518082e+15	3.87430191040039e-07	-4.09781932830811e-08
1.02856489632562e+15	-1.34296715259552e-06	8.23289155960083e-07
1.02895754747042e+15	-2.47731804847717e-07	-5.92321157455444e-07
1.02935019861522e+15	9.03382897377014e-07	-3.24100255966187e-07
1.02974284976002e+15	-9.89064574241638e-07	2.01165676116943e-07
1.03013550090482e+15	2.23517417907715e-08	-1.09151005744934e-06
1.03052815204962e+15	-1.28336250782013e-06	-2.23517417907715e-08
1.03092080319442e+15	-1.89058482646942e-06	-3.72529029846191e-07
1.03131345433921e+15	4.65661287307739e-08	-2.23517417907715e-08
1.03170610548401e+15	1.73225998878479e-07	2.12341547012329e-07
1.03209875662881e+15	2.79396772384644e-08	6.70552253723145e-08
1.03249140777361e+15	-8.00937414169312e-08	-4.32133674621582e-07
1.03288405891841e+15	-4.50760126113892e-07	-6.48200511932373e-07
1.03327671006321e+15	-4.09781932830811e-08	-3.79979610443115e-07
1.03366936120801e+15	-5.73694705963135e-07	-1.29640102386475e-06
1.03406201235281e+15	-7.89761543273926e-07	2.38418579101562e-07
1.03445466349761e+15	-4.20957803726196e-07	-9.31322574615479e-07
1.03484731464241e+15	-4.80562448501587e-07	8.71717929840088e-07
1.0352399657872e+15	8.19563865661621e-08	-7.45058059692383e-08
1.035632616932e+15	-2.38418579101562e-07	-7.74860382080078e-07
1.0360252680768e+15	-1.89989805221558e-07	-4.09781932830811e-07
1.0364179192216e+15	-4.4703483581543e-08	-3.42726707458496e-07
1.0368105703664e+15	-8.19563865661621e-08	-2.23517417907715e-07
1.0372032215112e+15	1.34110450744629e-07	-2.98023223876953e-08
1.037595872656e+15	-1.26659870147705e-07	-7.45058059692383e-09
1.0379885238008e+15	1.11758708953857e-07	-2.23517417907715e-08
1.0383811749456e+15	-1.38953328132629e-06	-1.07288360595703e-06
1.0387738260904e+15	-5.88595867156982e-07	-1.564621925354e-07
1.0391664772352e+15	-4.39584255218506e-07	-2.16066837310791e-07
1.03955912837999e+15	2.42143869400024e-08	1.11758708953857e-07
1.03995177952479e+15	-1.34110450744629e-07	-1.71363353729248e-07
1.04034443066959e+15	2.04890966415405e-07	-6.33299350738525e-08
1.04073708181439e+15	-4.65661287307739e-08	-6.89178705215454e-07
1.04112973295919e+15	1.73225998878479e-07	1.86264514923096e-07
1.04152238410399e+15	2.90572643280029e-07	-3.65078449249268e-07
1.04191503524879e+15	-5.96046447753906e-08	2.60770320892334e-07
1.04230768639359e+15	-9.68575477600098e-08	3.76254320144653e-07
1.04270033753839e+15	-3.44589352607727e-07	-1.564621925354e-07
1.04309298868319e+15	-2.03028321266174e-07	-2.34693288803101e-07
1.04348563982798e+15	-1.41561031341553e-07	2.04890966415405e-07
1.04387829097278e+15	-4.09781932830811e-08	-3.24100255966187e-07
1.04427094211758e+15	2.98023223876953e-08	1.11758708953857e-08
1.04466359326238e+15	-3.72529029846191e-09	-8.5681676864624e-08
1.04505624440718e+15	1.99303030967712e-07	-1.00582838058472e-07
1.04544889555198e+15	-2.57045030593872e-07	-6.33299350738525e-07
1.04584154669678e+15	-1.89989805221558e-07	-7.45058059692383e-09
1.04623419784158e+15	-1.43423676490784e-07	3.72529029846191e-08
1.04662684898638e+15	4.02331352233887e-07	-3.20374965667725e-07
1.04701950013118e+15	-2.99885869026184e-07	-7.45058059692383e-09
1.04741215127598e+15	-2.35624611377716e-07	-4.73111867904663e-07
1.04780480242077e+15	5.49480319023132e-08	3.40864062309265e-07
1.04819745356557e+15	-3.82773578166962e-07	1.97440385818481e-07
1.04859010471037e+15	1.31316483020782e-07	3.53902578353882e-08
1.04898275585517e+15	-3.3993273973465e-07	2.62632966041565e-07
1.04937540699997e+15	-1.70432031154633e-07	-5.21540641784668e-08
1.04976805814477e+15	-1.66706740856171e-07	-2.42143869400024e-08
1.05016070928957e+15	-1.48080289363861e-07	1.09896063804626e-07
1.05055336043437e+15	-1.57393515110016e-07	-2.79396772384644e-08
1.05094601157917e+15	-1.78813934326172e-07	8.5681676864624e-08
1.05133866272397e+15	-2.46800482273102e-07	-2.86847352981567e-07
1.05173131386876e+15	-4.33064997196198e-08	8.94069671630859e-08
1.05212396501356e+15	5.49480319023132e-08	1.88127160072327e-07
1.05251661615836e+15	5.63450157642365e-08	-1.55530869960785e-07
1.05290926730316e+15	-5.82076609134674e-08	-4.37721610069275e-08
1.05330191844796e+15	5.30853867530823e-08	-1.39698386192322e-07
1.05369456959276e+15	-1.94180756807327e-07	-5.21540641784668e-08
1.05408722073756e+15	1.06170773506165e-07	4.74974513053894e-08
1.05447987188236e+15	9.40635800361633e-08	5.40167093276978e-08
1.05487252302716e+15	-9.12696123123169e-08	-4.88944351673126e-08
1.05526517417196e+15	-1.15483999252319e-07	-1.65309756994247e-07
1.05565782531675e+15	-8.05594027042389e-08	-8.84756445884705e-08
1.05605047646155e+15	-6.26314431428909e-08	1.29453837871552e-07
1.05644312760635e+15	-1.19209289550781e-07	1.2572854757309e-08
1.05683577875115e+15	-1.66241079568863e-07	2.20723450183868e-07
1.05722842989595e+15	6.93835318088531e-08	1.34110450744629e-07
1.05762108104075e+15	1.28056854009628e-08	-2.7799978852272e-07
1.05801373218555e+15	-3.25962901115417e-07	-2.43540853261948e-07
1.05840638333035e+15	-1.29453837871552e-07	3.84869053959846e-07
1.05879903447515e+15	1.47847458720207e-08	5.16884028911591e-08
1.05919168561995e+15	-1.77882611751556e-07	8.19563865661621e-08
1.05958433676475e+15	-3.14321368932724e-08	2.77068465948105e-08
1.05997698790954e+15	-9.08039510250092e-09	-2.53785401582718e-08
1.06036963905434e+15	-3.39467078447342e-07	1.6787089407444e-07
1.06076229019914e+15	-1.4033867046237e-07	-2.62283720076084e-07
1.06115494134394e+15	-5.89643605053425e-08	-1.27125531435013e-07
1.06154759248874e+15	-3.67756001651287e-07	2.1688174456358e-07
1.06194024363354e+15	3.34111973643303e-08	3.70200723409653e-08
1.06233289477834e+15	-2.77126673609018e-07	8.02101567387581e-08
1.06272554592314e+15	-6.17583282291889e-08	-1.1129304766655e-07
1.06311819706794e+15	-2.97150108963251e-07	-1.08731910586357e-07
1.06351084821274e+15	-2.19035428017378e-07	-4.53437678515911e-08
1.06390349935753e+15	-1.20868207886815e-07	5.82076609134674e-09
1.06429615050233e+15	2.90456227958202e-08	-8.61473381519318e-08
1.06468880164713e+15	-1.08266249299049e-08	3.33238858729601e-07
1.06508145279193e+15	-1.68685801327229e-07	4.08035703003407e-08
1.06547410393673e+15	-3.76327079720795e-07	4.4150510802865e-08
1.06586675508153e+15	-8.25530150905252e-08	-2.15746695175767e-07
1.06625940622633e+15	-3.06885340251029e-07	-2.17463821172714e-07
1.06665205737113e+15	-1.05705112218857e-07	2.17027263715863e-07
1.06704470851593e+15	-4.04019374400377e-07	7.95407686382532e-08
1.06743735966073e+15	-2.22658854909241e-07	3.81260178983212e-09
1.06783001080553e+15	-1.84336386155337e-07	2.45869159698486e-07
1.06822266195032e+15	-2.65259586740285e-07	-5.37984305992723e-08
1.06861531309512e+15	-1.52191205415875e-07	-1.38388713821769e-08
1.06900796423992e+15	-2.66692950390279e-07	1.40455085784197e-07
1.06940061538472e+15	2.20315996557474e-08	1.06228981167078e-09
1.06979326652952e+15	1.96887413039804e-08	1.93555024452507e-07
1.07018591767432e+15	-4.44179022451863e-07	-2.09001882467419e-07
1.07057856881912e+15	-4.55955159850419e-07	-1.29148247651756e-08
1.07097121996392e+15	-4.17989213019609e-07	1.6729609342292e-07
1.07136387110872e+15	5.89716364629567e-08	1.35085429064929e-07
1.07175652225352e+15	-4.19071511714719e-07	-7.58336682338268e-08
1.07214917339831e+15	-2.38962456933223e-07	-1.33404682856053e-08
1.07254182454311e+15	-3.71848727809265e-07	-5.99284248892218e-08
1.07293447568791e+15	-2.32690581469797e-07	4.36120899394155e-08
1.07332712683271e+15	-3.61291313311085e-07	-1.94660970009863e-07
1.07371977797751e+15	-2.20432411879301e-07	4.36320988228545e-08
1.07411242912231e+15	-4.38086317444686e-07	-1.70888597494923e-07
1.07450508026711e+15	7.63066054787487e-08	-1.07380401459523e-07
1.07489773141191e+15	-3.08416929328814e-07	8.65275069372728e-08
1.07529038255671e+15	-1.50484538607998e-07	-1.02778358268552e-07
1.07568303370151e+15	-2.31494595936965e-07	-2.07488483283669e-07
1.07607568484631e+15	-2.33954096984235e-07	2.34553226619028e-07
1.0764683359911e+15	-2.83753934127162e-07	-1.36022663355106e-07
1.0768609871359e+15	2.06533172786294e-07	-2.40744611801347e-07
1.0772536382807e+15	-1.13820988190128e-07	1.50330379256047e-08
1.0776462894255e+15	-1.276191596844e-07	-2.72541001322679e-07
1.0780389405703e+15	-4.72456605393745e-07	-1.14427393782535e-07
1.0784315917151e+15	-1.32585206813474e-07	-4.09562289860332e-07
1.0788242428599e+15	-9.20144600513595e-08	-3.96005361835705e-09
1.0792168940047e+15	-2.63563151747803e-07	-1.31483375298558e-07
1.0796095451495e+15	-2.35559298289445e-07	-1.07350444977783e-07
1.0800021962943e+15	-2.26968325023336e-07	-4.67372672119382e-07
1.08039484743909e+15	-2.40075507917936e-07	2.47663365371409e-08
1.08078749858389e+15	-5.9710407640523e-07	-1.5399723451992e-07
1.08118014972869e+15	8.0261258972314e-08	4.26817479137753e-08
1.08157280087349e+15	-2.00619751922204e-07	2.91153646969633e-07
1.08196545201829e+15	-1.64954826686881e-07	1.06760509765991e-07
1.08235810316309e+15	-8.09314713023923e-08	-1.4713238449815e-07
1.08275075430789e+15	-3.87717818739475e-07	-2.71942681706605e-07
1.08314340545269e+15	-2.39115095723719e-07	-8.75001404665454e-09
1.08353605659749e+15	-4.41911183202137e-07	8.3657866412068e-08
1.08392870774229e+15	-7.99703769871485e-08	-2.07231423132725e-08
1.08432135888709e+15	-7.79577433718259e-08	-1.93848848084599e-07
1.08471401003188e+15	1.72937077991264e-08	-2.96374125241528e-08
1.08510666117668e+15	-1.01244935990508e-07	-1.41456908409054e-08
1.08549931232148e+15	5.74282399412596e-08	-2.74432920832623e-08
1.08589196346628e+15	-1.39163042867096e-07	-1.61433312939607e-07
1.08628461461108e+15	9.30727575010337e-08	-2.82530955075799e-07
1.08667726575588e+15	-2.25768058692566e-07	-2.13101962742712e-08
1.08706991690068e+15	2.34304637469762e-07	-5.40333253695735e-08
1.08746256804548e+15	-3.29774053842158e-07	-1.10860280955194e-07
1.08785521919028e+15	2.75322422638169e-08	-1.28837241319957e-07
1.08824787033508e+15	-1.25031527353769e-07	-3.27012553924533e-07
1.08864052147987e+15	-1.62794824731805e-07	-1.63485267101748e-07
1.08903317262467e+15	-1.16215356449345e-07	-1.74946052311498e-07
1.08942582376947e+15	3.33417090381261e-07	-4.09469271822616e-08
1.08981847491427e+15	3.97114030548096e-08	-2.11212191070231e-07
1.09021112605907e+15	-1.19805803944217e-07	-4.52604671519197e-08
1.09060377720387e+15	-1.32460158397407e-07	-1.90234974772885e-07
1.09099642834867e+15	2.10979167469816e-08	3.44370093552371e-09
1.09138907949347e+15	3.93638366347204e-08	-2.22251673467899e-07
1.09178173063827e+15	-3.02744803004629e-07	6.08547488858968e-08
1.09217438178307e+15	-9.17432296798637e-08	-1.57795997018928e-07
1.09256703292787e+15	3.80012104672645e-07	-1.56524431860205e-07
1.09295968407266e+15	7.89843555004666e-08	7.27784382204e-08
1.09335233521746e+15	-7.78503821408094e-08	1.53497215882314e-07
1.09374498636226e+15	5.67691222363997e-08	-1.92276155774884e-07
1.09413763750706e+15	-9.51665505288801e-08	8.95300111825037e-08
1.09453028865186e+15	1.84661889363058e-07	1.53883132902877e-07
1.09492293979666e+15	3.62090499278489e-07	-3.06651321585472e-07
1.09531559094146e+15	3.78523989930102e-09	-1.73479464848914e-07
1.09570824208626e+15	-2.41155937719117e-08	2.15499708633438e-08
1.09610089323106e+15	-2.84698371433301e-07	-4.08008555552453e-08
1.09649354437586e+15	6.7601006344814e-08	-2.21182620080418e-07
1.09688619552065e+15	3.81932323326867e-07	5.40566545276233e-08
1.09727884666545e+15	1.80727615130272e-07	1.30149539076529e-07
1.09767149781025e+15	1.66572991188037e-07	-3.02912198879568e-07
1.09806414895505e+15	1.37035722770108e-07	-1.31252611348942e-08
1.09845680009985e+15	-7.13070691686288e-08	-3.77185059088903e-08
1.09884945124465e+15	3.61187924256823e-08	1.2694146423603e-07
1.09924210238945e+15	-1.07045822718942e-07	1.71723841042859e-07
1.09963475353425e+15	1.22666377589363e-07	2.89648073924925e-07
1.10002740467905e+15	1.71749887926259e-07	6.01610370739442e-08
1.10042005582385e+15	-1.09176489305682e-07	2.29197571989179e-07
1.10081270696864e+15	1.27059319581305e-07	-4.25673764049839e-08
1.10120535811344e+15	-9.27162824094011e-08	8.2808033068614e-08
1.10159800925824e+15	-2.24309227069355e-08	3.10742225041738e-08
1.10199066040304e+15	2.71217447405173e-07	3.04876176090031e-07
1.10238331154784e+15	7.74121844447986e-08	1.64935986775479e-07
1.10277596269264e+15	-1.25713469811568e-07	-8.49413905859488e-08
1.10316861383744e+15	8.2719199683088e-08	2.33701896665012e-08
1.10356126498224e+15	1.33290402311824e-07	-1.03975022732253e-09
1.10395391612704e+15	1.48609761225615e-07	5.02778697663415e-08
1.10434656727184e+15	-7.81872908882375e-08	1.2811978693792e-07
1.10473921841664e+15	2.599813360947e-08	-9.50580253082639e-08
1.10513186956143e+15	2.28152154658785e-07	3.0984799570457e-08
1.10552452070623e+15	6.78200117145344e-08	2.05307140009676e-08
1.10591717185103e+15	-1.03296565102657e-07	8.83699897644084e-08
1.10630982299583e+15	8.22979590991697e-08	1.99211660993287e-07
1.10670247414063e+15	5.81628788900545e-08	2.86633949512477e-07
1.10709512528543e+15	2.64229661449644e-07	1.75725671248783e-07
1.10748777643023e+15	4.34047488537628e-08	-2.72666683722937e-07
1.10788042757503e+15	2.22127072017458e-07	1.47760052574924e-08
1.10827307871983e+15	1.18388955806122e-07	1.40044894384409e-07
1.10866572986463e+15	-1.51726069736865e-07	-5.73183098583464e-08
1.10905838100942e+15	-9.09236199315343e-08	2.12158837943734e-07
1.10945103215422e+15	2.47471448366938e-07	-4.72459658900113e-08
